case_id,artifact_kind,candidate_hash,expected_difficulty,basis,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudicator,adjudication,rationale
KB26-M-P04-03,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=apply;targets=1;shape=guided_implementation;task=sha256:f1852a4b27946d6aed1163cfbc9954cd3cb778cc871570dd920e2966ad25a50a,,,,,,,
KB26-M-P04-03,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=apply;targets=1;shape=five_item_tiered;task=sha256:0ab45eefeb94953392d153c7a6aaf93c3d30b5fc2889d49345d1abc6d22842f9,,,,,,,
KB26-M-P04-04,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=apply;targets=1;shape=task_steps_transfer;task=sha256:2bcddb8eee62c40c1cb6ffca2bcbd83b9ac461229dafa53175ae0af9643a3b21,,,,,,,
KB26-M-P04-04,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=apply;targets=1;shape=guided_implementation;task=sha256:f1852a4b27946d6aed1163cfbc9954cd3cb778cc871570dd920e2966ad25a50a,,,,,,,
KB26-M-P04-04,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=apply;targets=1;shape=five_item_tiered;task=sha256:0ab45eefeb94953392d153c7a6aaf93c3d30b5fc2889d49345d1abc6d22842f9,,,,,,,
KB26-M-P04-05,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-05,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-05,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P04-06,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-06,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-06,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P04-07,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-07,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-07,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P04-08,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-08,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-08,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P04-09,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-09,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-09,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P04-10,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=1;shape=state_table_execution_trace;task=sha256:7e29005d3ab5c87d1a3b280cf793765326e11ee84ee498bd2ad4fee0acb29298,,,,,,,
KB26-M-P04-10,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=trace_then_modify;task=sha256:49539eb403232cccc341707ff76f3a1d23426d346cf617766fbc5d7ba3ffcbe8,,,,,,,
KB26-M-P04-10,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=1;shape=five_item_tiered;task=sha256:2bc2eb1b5e125769ae094e3865e9a1c2f430b5f54d9d23fa55ab89cd3d705fa0,,,,,,,
KB26-M-P05-01,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=3;shape=state_table_execution_trace;task=sha256:21767ab3a7ac28c1f084aedab5dca7758d63fe8a29fd28bd1161c43134a803c5,,,,,,,
KB26-M-P05-01,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=trace_then_modify;task=sha256:f79880b4e6919632597dec5553e8548c0d69cdd3c63331c9e8f91a8095b2b315,,,,,,,
KB26-M-P05-01,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=five_item_tiered;task=sha256:e850ec17b8d1e972cb62279cfbd2653292ba674b4ed7f32fb05f4f98a0bf2dfc,,,,,,,
KB26-M-P05-02,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=3;shape=state_table_execution_trace;task=sha256:21767ab3a7ac28c1f084aedab5dca7758d63fe8a29fd28bd1161c43134a803c5,,,,,,,
KB26-M-P05-02,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=trace_then_modify;task=sha256:f79880b4e6919632597dec5553e8548c0d69cdd3c63331c9e8f91a8095b2b315,,,,,,,
KB26-M-P05-02,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=five_item_tiered;task=sha256:e850ec17b8d1e972cb62279cfbd2653292ba674b4ed7f32fb05f4f98a0bf2dfc,,,,,,,
KB26-M-P05-03,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=2;shape=state_table_execution_trace;task=sha256:34f2dd727ec5c1687b9c827cfdd9ef63d18e972b33803d938526977e730bea72,,,,,,,
KB26-M-P05-03,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=2;shape=trace_then_modify;task=sha256:e3ee80c2005dd1d8a72c8ae3b284fc91812bc88ca7164112e152d75613129792,,,,,,,
KB26-M-P05-03,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=2;shape=five_item_tiered;task=sha256:cda5cffdab10f0f836cc5ed8d0b3d95301cb27854f3f4ccda840500b41c04d45,,,,,,,
KB26-M-P05-04,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,basic,behavior=trace;targets=3;shape=state_table_execution_trace;task=sha256:21767ab3a7ac28c1f084aedab5dca7758d63fe8a29fd28bd1161c43134a803c5,,,,,,,
KB26-M-P05-04,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=trace_then_modify;task=sha256:f79880b4e6919632597dec5553e8548c0d69cdd3c63331c9e8f91a8095b2b315,,,,,,,
KB26-M-P05-04,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=trace;targets=3;shape=five_item_tiered;task=sha256:e850ec17b8d1e972cb62279cfbd2653292ba674b4ed7f32fb05f4f98a0bf2dfc,,,,,,,
KB26-M-P05-05,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=symptom_hypothesis_fix_regression;task=sha256:d1225732d2a0b04afa960fca48d81a7a922d78e4c016f38806e0181a7be97765,,,,,,,
KB26-M-P05-05,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=fault_localization;task=sha256:adb6239c819820cbad27f54ee45bcc696eca66969591cd614cb62878ae8ef086,,,,,,,
KB26-M-P05-05,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=five_item_tiered;task=sha256:ad0f4167120385ca1f0a0e7952f4a83e42f60b5dc056ed4bf0e43c0eba5c226e,,,,,,,
KB26-M-P05-06,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P05-06,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P05-06,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P05-07,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P05-07,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P05-07,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P05-08,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P05-08,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P05-08,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P05-09,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P05-09,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P05-09,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P05-10,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P05-10,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P05-10,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P06-01,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=symptom_hypothesis_fix_regression;task=sha256:ee5ff3fd504b7d1f080f16df9a0eb0790069a97f9d6fb6c310f7b31a3f867c02,,,,,,,
KB26-M-P06-01,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=fault_localization;task=sha256:1ef10641cf77223e20af8b286a914f2c56f20ea3761cdf7ccca63a68fecfb81c,,,,,,,
KB26-M-P06-01,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=2;shape=five_item_tiered;task=sha256:1ef70ac18f2510aa0268730daf0ca2b6d5c067173596a337d859e569b1d15adc,,,,,,,
KB26-M-P06-02,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=symptom_hypothesis_fix_regression;task=sha256:d1225732d2a0b04afa960fca48d81a7a922d78e4c016f38806e0181a7be97765,,,,,,,
KB26-M-P06-02,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=fault_localization;task=sha256:adb6239c819820cbad27f54ee45bcc696eca66969591cd614cb62878ae8ef086,,,,,,,
KB26-M-P06-02,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=debug;targets=3;shape=five_item_tiered;task=sha256:ad0f4167120385ca1f0a0e7952f4a83e42f60b5dc056ed4bf0e43c0eba5c226e,,,,,,,
KB26-M-P06-03,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-03,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-03,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-04,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-04,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-04,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-05,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=2;shape=requirements_decomposition_design_acceptance;task=sha256:e8abecef2a58cdcbbf607ba5006a4d5f33b53666ee68563afcc4913edbc860c3,,,,,,,
KB26-M-P06-05,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=2;shape=open_project;task=sha256:4335521fafd72ddf850b56a62865755b0c81fbe255ec1cd090cdc6e21d59497e,,,,,,,
KB26-M-P06-05,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=2;shape=integrated_tiered;task=sha256:c83fb539a49b6a879c2c6a86ffa724fb0b6ded92df329ab552937a79b64869d4,,,,,,,
KB26-M-P06-06,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-06,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-06,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-07,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-07,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-07,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-08,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-08,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-08,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-09,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=3;shape=requirements_decomposition_design_acceptance;task=sha256:5925b094c22b7802a9cdc58a7288170a8e5000de3151829eb02315ade4fd0728,,,,,,,
KB26-M-P06-09,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=open_project;task=sha256:74ae54e1586d02e5ecd87fe30ae5bc31af517496972f43cb47d6d9307b6eb8d4,,,,,,,
KB26-M-P06-09,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=3;shape=integrated_tiered;task=sha256:825f93319b5f09398f09a8a55e1f1174fb4f41d7a385937362b56dae0210e229,,,,,,,
KB26-M-P06-10,lesson,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,intermediate,behavior=create;targets=4;shape=requirements_decomposition_design_acceptance;task=sha256:c2b28b663234de22390958079ec3b506bcf203854be1c4d8847c92cf062341e7,,,,,,,
KB26-M-P06-10,lab,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=4;shape=open_project;task=sha256:4fd54ac98839eeb94cd4c232d1bd2496b5bd86e0ac1f8f9f46ff1c29e839533d,,,,,,,
KB26-M-P06-10,assessment,sha256:7327fc4d977fb77898245065a316ef4c1225a755cf71b14e03c13e872f133d46,integrated,behavior=create;targets=4;shape=integrated_tiered;task=sha256:a154a10c7ad07ea0c0310c3e59bbef5fc09f69caafa981375d8301101bd2d8c4,,,,,,,
